fold,gene,rmsd_additive,rmsd_ridge,rmsd_ensemble,rmsd_adaptive,rmsd_residual,pairs_evaluated
1,g0076,0.006407374212176899,0.02454684243404306,0.013681801313821686,0.020837043293850707,0.013681801313821686,15
1,g0077,0.3596637878590322,0.31430136982453816,0.3240241725719419,0.3143996212313943,0.3240241725719419,15
1,g0078,0.26204794751377963,0.3173114789450379,0.2858329781275643,0.303267864033604,0.2858329781275643,15
1,g0079,0.008210800046652672,0.007297943676364829,0.007628354130727253,0.007377455190795606,0.007628354130727253,15
1,g0080,0.2129751104183066,0.16499877700460164,0.18529534318338467,0.1707618241992249,0.18529534318338467,15
1,g0081,0.40934834180776836,0.41778574366879656,0.40231453312281207,0.4102090917965304,0.40231453312281207,15
1,g0082,0.963162035673333,0.67419123270811,0.8005804428680865,0.7109956408566414,0.8005804428680865,15
1,g0083,0.28108839964440946,0.28738494369771045,0.2784113554323374,0.28313802191282816,0.2784113554323374,15
1,g0084,0.33488544114807833,0.3202520626430256,0.32737533450171924,0.3225818944501073,0.32737533450171924,15
1,g0085,0.05538125679504675,0.04274236530479084,0.04326968869243448,0.04138367755937005,0.04326968869243448,15
1,g0086,0.48471056430073994,0.4964164756184586,0.4811121880102617,0.4892791684875283,0.4811121880102617,15
1,g0087,0.07365799331515482,0.02710962545422273,0.0394419562751201,0.025878988809388798,0.0394419562751201,15
1,g0088,0.27309400456798777,0.25892757447085984,0.2612943592307044,0.2586311873444404,0.2612943592307044,15
1,g0089,0.5248641092062547,0.8187752860861773,0.6512897042867161,0.7599249894959679,0.6512897042867161,15
1,g0090,0.36830962434494546,0.34045576089447716,0.3310896767406885,0.33199740903730296,0.3310896767406885,15
1,g0091,0.8411966110782365,0.7775831919188527,0.8025981335615462,0.7843174798841513,0.8025981335615462,15
1,g0092,0.4459484411909367,0.4311157995153461,0.43710657609166675,0.4327874696624012,0.43710657609166675,15
1,g0093,0.28066525836611833,0.25911039439327715,0.26113190777273554,0.25771383706027734,0.26113190777273554,15
1,g0094,0.45704722062225045,0.3929208798499566,0.4210052287240979,0.401285287862907,0.4210052287240979,15
1,g0095,0.5263068298030168,0.46771791117847733,0.48938906726583215,0.4730879221649437,0.48938906726583215,15
1,g0096,0.8962998445334854,0.9341844136297023,0.9038608464522924,0.9216513760503707,0.9038608464522924,15
1,g0097,0.6276223950419665,0.5017170609869807,0.5349688631699684,0.5050465983424693,0.5349688631699684,15
1,g0098,0.3494991121707651,0.33042245851928437,0.33301879688194036,0.32971401975276193,0.33301879688194036,15
1,g0099,0.4138657021187757,0.32333119899234847,0.3479728408502591,0.326971908229735,0.3479728408502591,15
1,g0100,0.2243490553856218,0.2556090712280122,0.21955971416415881,0.23976373283275024,0.21955971416415881,15
1,g0101,0.3546917470640357,0.31721048487045883,0.3291632235251324,0.31955670019066196,0.3291632235251324,15
1,g0102,0.5112698335462736,0.4529218055660693,0.47486036645041424,0.45847038014331665,0.47486036645041424,15
1,g0103,0.25858175781611537,0.2657413708279903,0.25406422591471595,0.26012198203079107,0.25406422591471595,15
1,g0104,0.5592711426505835,0.5848719434537851,0.5560203537312275,0.5668089653276636,0.5560203537312275,15
1,g0105,0.3014404729513509,0.25787920004385884,0.2730351765683898,0.2612753100045637,0.2730351765683898,15
1,g0106,0.298262389947328,0.2765470373211247,0.28166801203270053,0.2769105774254035,0.28166801203270053,15
1,g0107,0.3535809033891824,0.34656538287684857,0.3252708848065701,0.3340865008273585,0.3252708848065701,15
1,g0108,0.6805684942530912,0.8269102461041098,0.7427577757788827,0.7968113444354903,0.7427577757788827,15
1,g0109,0.18247357444259657,0.1743619297424255,0.17740007738692615,0.17514049745278842,0.17740007738692615,15
1,g0110,0.43077380922378034,0.5781615613659916,0.46085982892718963,0.5320554263197514,0.46085982892718963,15
1,g0111,0.34418273814898714,0.3224733132837706,0.31988718624977425,0.3185248100044465,0.31988718624977425,15
1,g0112,0.5759146051142671,0.463411756845384,0.513449055940811,0.48275787672821424,0.513449055940811,15
1,g0113,0.3599586607363018,0.3159757134483385,0.3268208748263416,0.31687579780625175,0.3268208748263416,15
1,g0114,0.5538490041478079,0.5007069665707856,0.5114493270042995,0.5005209156394327,0.5114493270042995,15
1,g0115,0.3829453394557012,0.3303022152556834,0.3434345083669329,0.33142569834133956,0.3434345083669329,15
1,g0116,0.4220766609826641,0.3747075171431321,0.38889246120024634,0.37713343367559565,0.38889246120024634,15
1,g0117,0.5889854860048248,0.6141139398473363,0.5881726932342852,0.6026341564039324,0.5881726932342852,15
1,g0118,0.2123035316316202,0.13503469694571396,0.15787917605192342,0.13773090854069875,0.15787917605192342,15
1,g0119,0.49257507939115164,0.45772574801457955,0.4568212847863373,0.45269136504929464,0.4568212847863373,15
1,g0120,0.4453841509926997,0.3170575930957834,0.3437952854975336,0.3153898005105255,0.3437952854975336,15
1,g0121,0.35263291348397996,0.29927947184323833,0.3101924402341038,0.29899605897692194,0.3101924402341038,15
1,g0122,0.6478636382079601,0.4434775495556589,0.5185407272611219,0.4604414331474466,0.5185407272611219,15
1,g0123,0.5672528241440801,0.5412503829253072,0.5410553884553544,0.5381747739109992,0.5410553884553544,15
1,g0124,0.7849685257064888,0.8537138886038437,0.7838869699645699,0.823296580827943,0.7838869699645699,15
1,g0125,0.5212134976150791,0.5768047560003623,0.5349518057694453,0.5537074371237334,0.5349518057694453,15
1,g0126,0.5411193080762342,0.4492284407556448,0.4699102566430634,0.4497282019716138,0.4699102566430634,15
1,g0127,0.44078532179612656,0.31231248004193113,0.35062964972393706,0.317649261916775,0.35062964972393706,15
1,g0128,0.30518052642580834,0.29140767697875164,0.23617014969836467,0.26041392592562423,0.23617014969836467,15
1,g0129,0.33259600602084227,0.41055831500732637,0.3691128875810197,0.39628723670523675,0.3691128875810197,15
1,g0130,0.499601817489868,0.5679378097762428,0.4853329438824026,0.5298882350814327,0.4853329438824026,15
1,g0131,0.5037331763296977,0.4562727143271497,0.47327033439451227,0.46032607806877085,0.47327033439451227,15
1,g0132,0.4251145339079461,0.41417458889374364,0.41365000124926926,0.412648922768003,0.41365000124926926,15
1,g0133,0.6757115743386259,0.559039848346951,0.5703697051820719,0.550921302648248,0.5703697051820719,15
1,g0134,0.5943150198617598,0.43909978693100704,0.4912743877553312,0.44966650262200886,0.4912743877553312,15
1,g0135,0.21277889442959538,0.29593263985275964,0.2208320001768468,0.2659238905833708,0.2208320001768468,15
1,g0136,0.19194567549706895,0.16030254075342676,0.17190126537895561,0.16309220490685794,0.17190126537895561,15
1,g0137,0.5437537269326581,0.628210154568534,0.5794763743535614,0.6106950701301751,0.5794763743535614,15
1,g0138,1.006482385123279,0.5879515072245934,0.7525535757755815,0.6277926501939581,0.7525535757755815,15
1,g0139,0.1716886823170616,0.17028925971310815,0.17096797745961348,0.17051080213926417,0.17096797745961348,15
1,g0140,0.4899089079050152,0.40675416348640286,0.43398708689515014,0.41217013308713846,0.43398708689515014,15
1,g0141,0.5432040724125774,0.5459327721998949,0.5338558158850015,0.5395628328455575,0.5338558158850015,15
1,g0142,0.6158590567460497,0.47570892635756235,0.45441644268690323,0.4453068919578306,0.45441644268690323,15
1,g0143,0.4413350164692949,0.3974696609074467,0.39394550511298887,0.3903131741081043,0.39394550511298887,15
1,g0144,0.4855056614393192,0.5588367203557352,0.5147863560727495,0.537524524706806,0.5147863560727495,15
1,g0145,0.35201537548145617,0.3087871340458967,0.32737783645087837,0.31778198178369493,0.32737783645087837,15
1,g0146,0.37914377699399326,0.29557700221718464,0.32829839204179173,0.3040427580769497,0.32829839204179173,15
1,g0147,0.32083567469963964,0.2076283650313042,0.24728194831347147,0.21560096100497567,0.24728194831347147,15
1,g0148,0.5890785057160478,0.44292038773866305,0.4992327921197342,0.45704920317602027,0.4992327921197342,15
1,g0149,0.16177686157589108,0.14169738786830485,0.14782503352547652,0.14278196212959754,0.14782503352547652,15
1,g0150,0.42576393638398635,0.3249144348714929,0.32868674369705764,0.3138907980359831,0.32868674369705764,15
1,g0151,0.30461701850899126,0.32905694356876697,0.3106349042696702,0.32164007685298074,0.3106349042696702,15
1,g0152,0.3472247835180297,0.3069658943348692,0.3250943037985425,0.31609000000373016,0.3250943037985425,15
1,g0153,0.10405679688346883,0.09671226292850936,0.09060829739765718,0.09248892414928485,0.09060829739765718,15
1,g0154,0.31354490521309514,0.2955602428117422,0.3018813205137544,0.29777202682747783,0.3018813205137544,15
1,g0155,0.03385670647418873,0.03182344086719149,0.026419435475300772,0.0286885831415501,0.026419435475300772,15
1,g0156,0.8272821608646588,0.7091514195481612,0.7440831226573985,0.7154594383331266,0.7440831226573985,15
1,g0157,0.19020711684215147,0.19265955103465693,0.19129878480829068,0.19217639208481171,0.19129878480829068,15
1,g0158,0.687630247475265,0.46688387273861914,0.4370654895729222,0.4179578137606516,0.4370654895729222,15
1,g0159,0.49899601682617517,0.3834760337614973,0.4143067510138528,0.38747203286528176,0.4143067510138528,15
1,g0160,0.33540731107777366,0.3110603416403049,0.30896899444764325,0.3066423691414186,0.30896899444764325,15
1,g0161,0.3114864932090642,0.26834701305591596,0.28318609655813287,0.2716203617076272,0.28318609655813287,15
1,g0162,0.22436123224560797,0.1539775387038291,0.16725994512079162,0.1520551419718552,0.16725994512079162,15
1,g0163,0.6033928681807458,0.6973711415703447,0.6072481618787086,0.6592336664331121,0.6072481618787086,15
1,g0164,0.5777742149254049,0.5733123165023805,0.5563863286830709,0.5623291159293388,0.5563863286830709,15
1,g0165,0.4111262102941368,0.27200209433869593,0.3214041366876876,0.2823323556126624,0.3214041366876876,15
1,g0166,0.22398845185392677,0.19383194260259093,0.20605014243849992,0.19760311207856918,0.20605014243849992,15
1,g0167,0.6526966715087822,0.6335618118902584,0.6349811365226811,0.632137543822645,0.6349811365226811,15
1,g0168,0.5146498485128876,0.5080939895244329,0.5026606770134118,0.503491771526979,0.5026606770134118,15
1,g0169,0.6397504578693315,0.45949417204131504,0.5304556293670495,0.47764581205831347,0.5304556293670495,15
1,g0170,0.4651041270767746,0.38351491134303894,0.41457067537644754,0.3913567300641969,0.41457067537644754,15
1,g0171,0.5681942896127825,0.5597211190068029,0.5582817893963679,0.5579399829064077,0.5582817893963679,15
1,g0172,0.6224800567147479,0.5956428745910995,0.5714894605360545,0.5792209103391572,0.5714894605360545,15
1,g0173,0.43125725757404093,0.3161922758460052,0.3426676926351268,0.3164052767140598,0.3426676926351268,15
1,g0174,0.5026974903404399,0.4316792323479803,0.41423285779572816,0.4132492298569433,0.41423285779572816,15
1,g0175,0.3738909033882979,0.3653947589569973,0.36296458212344795,0.36308687070573364,0.36296458212344795,15
1,g0176,0.4298643288536946,0.39128639616123134,0.40068181558590327,0.3922632150617553,0.40068181558590327,15
1,g0177,1.155012520653459,1.4171049806559037,1.2723854844750713,1.3663293410386053,1.2723854844750713,15
1,g0178,0.41314830827958865,0.3014574936940528,0.32267775267126153,0.29894188179720604,0.32267775267126153,15
1,g0179,0.5242521859760543,0.4506259670234524,0.4824716661379145,0.4606106874217441,0.4824716661379145,15
1,g0180,0.7995831760431127,0.5020092318382453,0.6288711624356192,0.537290298479175,0.6288711624356192,15
1,g0181,0.333115676040724,0.3092614743714125,0.320339646552642,0.31275384175545906,0.320339646552642,15
1,g0182,0.9477677419042836,0.8575225659087925,0.888949189602161,0.8647166762132328,0.888949189602161,15
1,g0183,0.42217437201854685,0.3063505726550103,0.34687443873362916,0.3149306004106056,0.34687443873362916,15
1,g0184,0.2878831105775749,0.21366744420141975,0.23757499430301512,0.21797084101431813,0.23757499430301512,15
1,g0185,0.2959163824785652,0.2626220572290564,0.27225417235903526,0.26443620762742137,0.27225417235903526,15
1,g0186,0.4321132628375162,0.4250332749787365,0.4275087236901325,0.425949889275953,0.4275087236901325,15
1,g0187,0.5287796560994011,0.4466332733344099,0.4504872374618217,0.4387472361574697,0.4504872374618217,15
1,g0188,0.6953276907710919,0.8872054347746511,0.7598391838155781,0.8392433593702093,0.7598391838155781,15
1,g0189,0.6152069593958447,0.6512860889883568,0.5978522083148472,0.626234297704618,0.5978522083148472,15
1,g0190,0.5406100652720709,0.5579499317994636,0.5247052899411231,0.5416907272361485,0.5247052899411231,15
1,g0191,0.38461765602955905,0.3712452729141214,0.3708471155941665,0.3695075458105311,0.3708471155941665,15
1,g0192,0.558673070726396,0.513856507189243,0.5207693732097549,0.5126663434958165,0.5207693732097549,15
1,g0193,0.699196881052969,0.9148384737588129,0.7647875988473058,0.8576629254760813,0.7647875988473058,15
1,g0194,0.489334142029502,0.4843957905113122,0.48047080599346154,0.48070229998543745,0.48047080599346154,15
1,g0195,0.00974837696894069,0.0085333673775569,0.008890863774468153,0.008598570687976448,0.008890863774468153,15
1,g0196,0.8794828166073119,0.6678686471685177,0.7673211394429355,0.7054119729798074,0.7673211394429355,15
1,g0197,0.5366192045292609,0.5660275202618907,0.5472768084844162,0.5530146040801508,0.5472768084844162,15
1,g0198,0.83865897194711,0.45552354282634994,0.624140959768672,0.5035340998518769,0.624140959768672,15
1,g0199,0.5160238607228155,0.48917139012093486,0.49903548838824513,0.49248043926805285,0.49903548838824513,15
1,g0200,0.08281005796628019,0.027764474730503183,0.04499177863996454,0.028122994369698645,0.04499177863996454,15
1,g0201,0.6623499105907698,0.6900692559091732,0.6158096259846396,0.6530592931198945,0.6158096259846396,15
1,g0202,0.27684275189030655,0.2077378245194826,0.2335388611052881,0.21391460072707474,0.2335388611052881,15
1,g0203,0.328503452158241,0.3837091012259886,0.3471020813689043,0.3697819369711959,0.3471020813689043,15
1,g0204,0.235388772750332,0.13390428409681443,0.17104417656058513,0.1416272352327042,0.17104417656058513,15
1,g0205,0.9450946068078451,0.6865012155567473,0.8031366100752758,0.7291517553877787,0.8031366100752758,15
1,g0206,0.5060761667816873,0.37863873442406487,0.4095383042885862,0.37996074107797184,0.4095383042885862,15
1,g0207,0.43896757910278744,0.4314336866121982,0.4227204449728618,0.42576016556088264,0.4227204449728618,15
1,g0208,0.5819630677125309,0.4039538705826475,0.4503762409777409,0.4084985281689809,0.4503762409777409,15
1,g0209,0.20271596743663367,0.16018817148433062,0.17395659861330734,0.16302007831581738,0.17395659861330734,15
1,g0210,0.39587398110281186,0.3591244664468218,0.36873785347493626,0.3602475149157072,0.36873785347493626,15
1,g0211,0.646969877557983,0.5433027653190872,0.572324919398059,0.5472251738817717,0.572324919398059,15
1,g0212,0.3680566809375319,0.3370303052121648,0.3381385957182999,0.33402760403994425,0.3381385957182999,15
1,g0213,0.25768278940811357,0.24086246663181057,0.24079631068044796,0.23882925357233842,0.24079631068044796,15
1,g0214,0.2952239521131107,0.33941061258945643,0.30885791847432614,0.3275848841330093,0.30885791847432614,15
1,g0215,0.6436700447710398,0.5270071282084682,0.5782075046836904,0.542216749581427,0.5782075046836904,15
1,g0216,0.4076176277676709,0.3280699509150145,0.3542148568942192,0.333223007946283,0.3542148568942192,15
1,g0217,0.5777298573342081,0.441686683140281,0.4745354115460947,0.44583147460783484,0.4745354115460947,15
1,g0218,0.688484548248422,0.5245866504028032,0.5415881845151866,0.5130013649277498,0.5415881845151866,15
1,g0219,0.31728351086104317,0.19230612638053712,0.23879755921077803,0.20258352910404667,0.23879755921077803,15
1,g0220,0.49696017463669234,0.48958579728709545,0.45435773535011453,0.4694803992729854,0.45435773535011453,15
1,g0221,0.6825910861714617,0.7062682203922396,0.6047924099833485,0.6546426252057685,0.6047924099833485,15
1,g0222,0.40417659137430434,0.28381068010000454,0.31360708750589755,0.2850206270018683,0.31360708750589755,15
1,g0223,0.16724917423832966,0.14614183407497813,0.15154416746592458,0.14668297845478037,0.15154416746592458,15
1,g0224,0.7073824652211032,0.657496381823943,0.6198681803642343,0.6308988573276431,0.6198681803642343,15
1,g0225,0.6292063432795824,0.3596218951440241,0.4760261682930446,0.3966119634201182,0.4760261682930446,15
1,g0226,0.14112214829548464,0.1331544042190801,0.13143372404055964,0.13127965703075248,0.13143372404055964,15
1,g0227,0.4515243735649273,0.36184664369050257,0.3841139064853661,0.36339573983995443,0.3841139064853661,15
1,g0228,0.0326423491365766,0.011158547983603138,0.020532091682348954,0.013600967909264648,0.020532091682348954,15
1,g0229,0.6141285865644578,0.5182283432375411,0.5390912939614673,0.5184106345320411,0.5390912939614673,15
1,g0230,0.45120081712995025,0.45576237640219497,0.4424336455035802,0.44891872497617147,0.4424336455035802,15
1,g0231,0.38713596408850826,0.40970329179336124,0.3805181340665627,0.3957112714150825,0.3805181340665627,15
1,g0232,0.15125346136061954,0.15052751315276724,0.15089018868593115,0.15064833838173283,0.15089018868593115,15
1,g0233,0.49772703885443403,0.444796548142528,0.46070886195658084,0.4475552006199132,0.46070886195658084,15
1,g0234,0.3157037812896281,0.2830480977007842,0.29725115984441275,0.2872674925887093,0.29725115984441275,15
1,g0235,0.42387902235067965,0.3779918473242443,0.39745175097123847,0.38363107703155563,0.39745175097123847,15
1,g0236,0.3664031551516043,0.4263069467856137,0.3828794047955167,0.4072923970066278,0.3828794047955167,15
1,g0237,0.462211940032659,0.40912206334552437,0.42585918181159016,0.4123165787134831,0.42585918181159016,15
1,g0238,0.5993999684904274,0.4496813351438648,0.48162226151234183,0.4486505950042282,0.48162226151234183,15
1,g0239,0.32125806489632874,0.24762960779717408,0.2665880004777818,0.2502088371669678,0.2665880004777818,15
1,g0240,0.9780596266865232,0.7858948861885772,0.872781777051089,0.8159741302358111,0.872781777051089,15
1,g0241,0.08601796620628499,0.03974734280899251,0.05128118825461737,0.03894293137348519,0.05128118825461737,15
1,g0242,0.6493284924355757,0.682857191483533,0.6120112802552886,0.6482995933391891,0.6120112802552886,15
1,g0243,0.6249391739111695,0.488202399615975,0.5493235029342016,0.5106442933316393,0.5493235029342016,15
1,g0244,0.34717930147237064,0.2412046923401726,0.2770002173180826,0.24810630621101565,0.2770002173180826,15
1,g0245,0.7182643482096738,0.6280882317130886,0.656836560995793,0.6375947501619489,0.656836560995793,15
1,g0246,0.11638999955290547,0.11041928727239804,0.1093709972092078,0.10915103611534452,0.1093709972092078,15
1,g0247,0.34265420682875536,0.24562488707460467,0.2874321147832566,0.2576242145577533,0.2874321147832566,15
1,g0248,0.3352613208795,0.32182371783461,0.3098395199797677,0.3131811124235555,0.3098395199797677,15
1,g0249,0.2577986611743746,0.22447373366784298,0.2382373399729635,0.23017402606045,0.2382373399729635,15
1,g0250,0.42061656800155495,0.515504691261613,0.46112469631457464,0.4960944202291302,0.46112469631457464,15
1,g0251,0.6061645902474473,0.537558338114277,0.5637244946166167,0.5442972893827682,0.5637244946166167,15
1,g0252,0.7522005084391231,0.5154199879004154,0.5786827605498864,0.5203473093925326,0.5786827605498864,15
1,g0253,0.5232309266315917,0.4385566824796335,0.4682062944172339,0.44586015803275375,0.4682062944172339,15
1,g0254,0.5562620013655938,0.6322769200839583,0.5697019161694833,0.6066524238828954,0.5697019161694833,15
1,g0255,0.4370425755415422,0.37080018932993003,0.39930059157899794,0.38081868345496867,0.39930059157899794,15
1,g0256,0.4527698666193279,0.5755546181141408,0.4993227705156795,0.5475126772577312,0.4993227705156795,15
1,g0257,0.010235512544139338,0.02299286596428177,0.015869891189615272,0.02054226250945716,0.015869891189615272,15
1,g0258,0.634560633086872,0.764751661265553,0.6880417213535408,0.7370033447530178,0.6880417213535408,15
1,g0259,0.2860146126180363,0.2723537232239922,0.27296230674946054,0.27113352566765214,0.27296230674946054,15
1,g0260,0.4779000116901307,0.5030621972587188,0.48564291994783765,0.4962318766752465,0.48564291994783765,15
1,g0261,0.6925127219096747,0.638913412895812,0.6650808978152613,0.6474858110052293,0.6650808978152613,15
1,g0262,0.5897329905788257,0.32934756164609136,0.42637062797855557,0.35016244542088737,0.42637062797855557,15
